,lr,step,train_loss,eval_loss
0,0.1,12672.0,0.14794352650642395,0.2890077735049815
1,0.1,25472.0,0.20145553350448608,0.24593572417580628
2,0.1,38272.0,0.12504670023918152,0.34697657476969157
3,0.1,51072.0,0.165797621011734,0.19539911953048616
4,0.1,63872.0,0.05570722371339798,0.23273125625675237
5,0.1,76672.0,0.2806163728237152,0.15009286113472395
6,0.1,89472.0,0.07586096227169037,0.17467825354925723
7,0.1,102272.0,0.14165763556957245,0.12738349953300873
8,0.1,115072.0,0.06772798299789429,0.1284872876904622
9,0.1,127872.0,0.12864157557487488,0.12607124050831586
10,0.1,140672.0,0.12046433985233307,0.13743868590438668
11,0.1,153472.0,0.2555874288082123,0.39122532628759554
12,0.1,166272.0,0.12711703777313232,0.11248171380853658
13,0.1,179072.0,0.35583770275115967,0.09389882134067343
14,0.1,191872.0,0.0824698880314827,0.17076230295521172
15,0.1,204672.0,0.27341169118881226,0.091733680476576
16,0.1,217472.0,0.06526654958724976,0.07519884274895244
17,0.1,230272.0,0.09251022338867188,0.08373222320894652
18,0.1,243072.0,0.07996000349521637,0.07857467767121594
19,0.1,255872.0,0.09744858741760254,0.08567590460982881
20,0.1,268672.0,0.12007495015859604,0.3850138906368844
21,0.1,281472.0,0.1388484686613083,0.11227804529362748
22,0.1,294272.0,0.0938643142580986,0.09547202557154424
23,0.1,307072.0,0.20498043298721313,0.07123961170053675
24,0.1,319872.0,0.09296752512454987,0.08723715405514805
25,0.1,332672.0,0.13174401223659515,0.12867555788959836
26,0.1,345472.0,0.03828330710530281,0.10279582986236797
27,0.1,358272.0,0.16527056694030762,0.17578630394426092
28,0.1,371072.0,0.07155214250087738,0.08355096401352011
29,0.1,383872.0,0.18185369670391083,0.10629935205112435
30,0.1,396672.0,0.05988270789384842,0.07127755478354572
31,0.1,409472.0,0.059860777109861374,0.0966529167858483
32,0.1,422272.0,0.08097471296787262,0.08211354006677159
33,0.1,435072.0,0.08020570874214172,0.09743065717983755
34,0.1,447872.0,0.06891337037086487,0.0775700002227898
35,0.1,460672.0,0.08751987665891647,0.06676355488539402
36,0.1,473472.0,0.03533964231610298,0.07650859664191338
37,0.05,12672.0,0.2050512582063675,0.2554077564066724
38,0.05,25472.0,0.2347368448972702,0.20526056320559752
39,0.05,38272.0,0.10752937197685242,0.15455560105605215
40,0.05,51072.0,0.14594228565692902,0.17449954311846744
41,0.05,63872.0,0.1189882904291153,0.12434574218962012
42,0.05,76672.0,0.20515494048595428,0.11749742476599692
43,0.05,89472.0,0.08000143617391586,0.10900784885109979
44,0.05,102272.0,0.1816289871931076,0.17553102605846488
45,0.05,115072.0,0.04989052936434746,0.11684605376677046
46,0.05,127872.0,0.08852990716695786,0.10884309932294808
47,0.05,140672.0,0.17650030553340912,0.0958299617595452
48,0.05,153472.0,0.059114281088113785,0.10232281208014753
49,0.05,166272.0,0.08641673624515533,0.09444472512165439
50,0.05,179072.0,0.04137452691793442,0.08148362706533244
51,0.05,191872.0,0.09176630526781082,0.11856917951173515
52,0.05,204672.0,0.03177786245942116,0.0771047329829263
53,0.05,217472.0,0.11842896044254303,0.09523688759610552
54,0.05,230272.0,0.20167703926563263,0.11817179523449674
55,0.05,243072.0,0.050355128943920135,0.09724295772449998
56,0.05,255872.0,0.07516557723283768,0.09583644593676811
57,0.05,268672.0,0.10472458600997925,0.1086938788678167
58,0.05,281472.0,0.08284250646829605,0.08858659723405196
59,0.05,294272.0,0.05562107264995575,0.09821332423782707
60,0.05,307072.0,0.061351142823696136,0.07890895668334694
61,0.05,319872.0,0.10477231442928314,0.09304824905010246
62,0.05,332672.0,0.017399722710251808,0.11362448031424627
63,0.05,345472.0,0.0308439489454031,0.0704232759960143
64,0.05,358272.0,0.10478775203227997,0.08430130150142609
65,0.05,371072.0,0.05015121027827263,0.06804394055322945
66,0.05,383872.0,0.02493326924741268,0.09149223019787452
67,0.05,396672.0,0.08200036734342575,0.08361051035263942
68,0.05,409472.0,0.04606807604432106,0.07414957608429337
69,0.05,422272.0,0.06240740790963173,0.08822208198076233
70,0.05,435072.0,0.035363055765628815,0.09308362392969488
71,0.05,447872.0,0.13180916011333466,0.09085821155959717
72,0.05,460672.0,0.10707361996173859,0.09184901727896914
73,0.05,473472.0,0.10113342106342316,0.07667149571868402
74,0.01,12672.0,0.3587627410888672,0.25032337158446827
75,0.01,25472.0,0.14968974888324738,0.17180561336181774
76,0.01,38272.0,0.1916128695011139,0.13633817680698784
77,0.01,51072.0,0.19905176758766174,0.13570147382001144
78,0.01,63872.0,0.17030176520347595,0.14945916199608694
79,0.01,76672.0,0.1463581621646881,0.10801666565946763
80,0.01,89472.0,0.07442892342805862,0.10002245364970044
81,0.01,102272.0,0.14851705729961395,0.105826904673035
82,0.01,115072.0,0.05448019132018089,0.10843527233640698
83,0.01,127872.0,0.10103274881839752,0.09309524731103425
84,0.01,140672.0,0.0751422718167305,0.09856352354311443
85,0.01,153472.0,0.037976477295160294,0.07933143179722224
86,0.01,166272.0,0.052837297320365906,0.09102258335392262
87,0.01,179072.0,0.06537488847970963,0.07658592356469104
88,0.01,191872.0,0.02723260410130024,0.0873217654349636
89,0.01,204672.0,0.2945137321949005,0.10114659898902607
90,0.01,217472.0,0.10275775194168091,0.08505095397357983
91,0.01,230272.0,0.04867492616176605,0.07461898862841079
92,0.01,243072.0,0.039691366255283356,0.09357568177709921
93,0.01,255872.0,0.06394532322883606,0.06982791624392996
94,0.01,268672.0,0.09613063931465149,0.09017002045565957
95,0.01,281472.0,0.09940238296985626,0.07158574870090542
96,0.01,294272.0,0.10843361914157867,0.10115255634786703
97,0.01,307072.0,0.08432579785585403,0.07336766694457258
98,0.01,319872.0,0.07517362385988235,0.0630840159977692
99,0.01,332672.0,0.08101391047239304,0.08600318929934993
100,0.01,345472.0,0.03154667466878891,0.065881359058615
101,0.01,358272.0,0.07221682369709015,0.0717224445049592
102,0.01,371072.0,0.10901036113500595,0.06783375430990694
103,0.01,383872.0,0.011074649170041084,0.07962308910931755
104,0.01,396672.0,0.09098918735980988,0.06832241664656816
105,0.01,409472.0,0.030994897708296776,0.06699953267359635
106,0.01,422272.0,0.057754166424274445,0.06176057638367638
107,0.01,435072.0,0.16339638829231262,0.06350196443982216
108,0.01,447872.0,0.08697789907455444,0.07404408655630401
109,0.01,460672.0,0.05680546164512634,0.07277568409077917
110,0.01,473472.0,0.059016600251197815,0.0722522043256101
111,0.005,12672.0,0.28270235657691956,0.27943183924955656
112,0.005,25472.0,0.22675590217113495,0.17183961530652228
113,0.005,38272.0,0.11032619327306747,0.13855402153339
114,0.005,51072.0,0.13227258622646332,0.11482550464334744
115,0.005,63872.0,0.1695953905582428,0.14147874655178452
116,0.005,76672.0,0.14807063341140747,0.11948517581471536
117,0.005,89472.0,0.09034992009401321,0.09743195312404179
118,0.005,102272.0,0.098971888422966,0.10449673344463675
119,0.005,115072.0,0.1621331125497818,0.08816717828541429
120,0.005,127872.0,0.09978312253952026,0.09138366411428285
121,0.005,140672.0,0.055041201412677765,0.08214683425347498
122,0.005,153472.0,0.11205429583787918,0.08543699991276275
123,0.005,166272.0,0.09206477552652359,0.09360923103345677
124,0.005,179072.0,0.04123067110776901,0.08162571868971226
125,0.005,191872.0,0.07535693794488907,0.08091936406938807
126,0.005,204672.0,0.10797133296728134,0.08341551569137204
127,0.005,217472.0,0.05308828130364418,0.09226024306756503
128,0.005,230272.0,0.11149419844150543,0.0817264946165813
129,0.005,243072.0,0.06016707792878151,0.07294318645373223
130,0.005,255872.0,0.054913803935050964,0.08833766087323805
131,0.005,268672.0,0.09599870443344116,0.07480282052213774
132,0.005,281472.0,0.04348354414105415,0.08150243349491229
133,0.005,294272.0,0.05900650843977928,0.07930749150352623
134,0.005,307072.0,0.04884743690490723,0.07605928622622372
135,0.005,319872.0,0.06955653429031372,0.08189886196551821
136,0.005,332672.0,0.05656751990318298,0.0854296404057878
137,0.005,345472.0,0.09382268786430359,0.08397062674689378
138,0.005,358272.0,0.04417449235916138,0.07739955552594288
139,0.005,371072.0,0.07976885885000229,0.08911020687156462
140,0.005,383872.0,0.09824167191982269,0.08143795656240722
141,0.005,396672.0,0.07909180968999863,0.08161515053921627
142,0.005,409472.0,0.05582006275653839,0.07563595382697126
143,0.005,422272.0,0.0860983282327652,0.06988527676270379
144,0.005,435072.0,0.018892012536525726,0.07768636205103956
145,0.005,447872.0,0.12051576375961304,0.07872229886294307
146,0.005,460672.0,0.04898674413561821,0.07429831582003663
147,0.005,473472.0,0.12169407308101654,0.06986989193489845
148,0.001,12672.0,1.3404537439346313,1.2442846667917469
149,0.001,25472.0,0.7647205591201782,0.7041401561302475
150,0.001,38272.0,0.5806846022605896,0.4366917021666901
151,0.001,51072.0,0.3369685411453247,0.2953422558081301
152,0.001,63872.0,0.20237129926681519,0.23034995921616314
153,0.001,76672.0,0.21724137663841248,0.19210577216235142
154,0.001,89472.0,0.2619785964488983,0.1723992876661352
155,0.001,102272.0,0.19753944873809814,0.15233427579691516
156,0.001,115072.0,0.1473696529865265,0.13804208126532125
157,0.001,127872.0,0.13458794355392456,0.1297545309968387
158,0.001,140672.0,0.13194307684898376,0.12735381074061122
159,0.001,153472.0,0.1065601259469986,0.12214509273961752
160,0.001,166272.0,0.12042059749364853,0.11476388774057732
161,0.001,179072.0,0.07867496460676193,0.11262398961742845
162,0.001,191872.0,0.1224178746342659,0.11028812394206282
163,0.001,204672.0,0.07625151425600052,0.10842644050422631
164,0.001,217472.0,0.046146973967552185,0.10134153805460923
165,0.001,230272.0,0.0510026179254055,0.11225737371375855
166,0.001,243072.0,0.025074370205402374,0.10442162262676638
167,0.001,255872.0,0.09499949961900711,0.09982916929381841
168,0.001,268672.0,0.14822539687156677,0.09967002419672341
169,0.001,281472.0,0.09106604754924774,0.09341371062070225
170,0.001,294272.0,0.0732092335820198,0.0935174728849832
171,0.001,307072.0,0.09262939542531967,0.09519234926092049
172,0.001,319872.0,0.050346747040748596,0.09159493265243224
173,0.001,332672.0,0.06638035923242569,0.09228186005036806
174,0.001,345472.0,0.10502814501523972,0.08774791187105724
175,0.001,358272.0,0.09037895500659943,0.09103440872063459
176,0.001,371072.0,0.17202581465244293,0.08638705400738252
177,0.001,383872.0,0.1388358175754547,0.08848270676997667
178,0.001,396672.0,0.07346214354038239,0.08570211316323309
179,0.001,409472.0,0.08796766400337219,0.08549072435332014
180,0.001,422272.0,0.08369935303926468,0.0798634452158821
181,0.001,435072.0,0.0484868586063385,0.07758477677538095
182,0.001,447872.0,0.038963764905929565,0.08046861630540247
183,0.001,460672.0,0.13750725984573364,0.08164013126611568
184,0.001,473472.0,0.036891669034957886,0.077608448459142
185,0.008,12672.0,0.13972124457359314,0.18889127476022968
186,0.008,25472.0,0.15619556605815887,0.15199718474634463
187,0.008,38272.0,0.1449251025915146,0.12417065256711425
188,0.008,51072.0,0.13227206468582153,0.13263168740027312
189,0.008,63872.0,0.13862484693527222,0.10540785977935206
190,0.008,76672.0,0.08566161245107651,0.1012550185351998
191,0.008,89472.0,0.20366786420345306,0.10587217925481876
192,0.008,102272.0,0.07173123955726624,0.09622608487128834
193,0.008,115072.0,0.11974544078111649,0.09623033646641511
194,0.008,127872.0,0.08929374814033508,0.08967527129637266
195,0.008,140672.0,0.07805044203996658,0.0835483769585579
196,0.008,153472.0,0.08855582773685455,0.09649700832942242
197,0.008,166272.0,0.02385185845196247,0.08020183021538667
198,0.008,179072.0,0.024697113782167435,0.10616763697383053
199,0.008,191872.0,0.10392780601978302,0.08541175181376218
200,0.008,204672.0,0.10056009143590927,0.08708490616689095
201,0.008,217472.0,0.06526679545640945,0.07861010468258417
202,0.008,230272.0,0.032739751040935516,0.07726387982551433
203,0.008,243072.0,0.05116303637623787,0.08595043756922448
204,0.008,255872.0,0.113943912088871,0.07993013906599128
205,0.008,268672.0,0.06140759214758873,0.070955527043029
206,0.008,281472.0,0.029848294332623482,0.08735515070855146
207,0.008,294272.0,0.10479865968227386,0.08292687149302845
208,0.008,307072.0,0.04293694347143173,0.08483810011957642
209,0.008,319872.0,0.10415814816951752,0.0750998406570782
210,0.008,332672.0,0.05501949042081833,0.07871797813627208
211,0.008,345472.0,0.06617441773414612,0.07854066414263429
212,0.008,358272.0,0.12340765446424484,0.09280091579089861
213,0.008,371072.0,0.0360492467880249,0.07748245339637293
214,0.008,383872.0,0.08814004063606262,0.07247044920812279
215,0.008,396672.0,0.05622917413711548,0.07842035740731826
216,0.008,409472.0,0.062367308884859085,0.07079906772550996
217,0.008,422272.0,0.0692901685833931,0.0769738908079777
218,0.008,435072.0,0.12505939602851868,0.09907859835561507
219,0.008,447872.0,0.08292116224765778,0.07422554648784874
220,0.008,460672.0,0.07310036569833755,0.07596875498324775
221,0.008,473472.0,0.10220906883478165,0.07174094238825425
222,0.02,12672.0,0.2786830961704254,0.2424095652738138
223,0.02,25472.0,0.22978955507278442,0.16755011579894188
224,0.02,38272.0,0.13570867478847504,0.1434947061529265
225,0.02,51072.0,0.14538541436195374,0.12907108205924683
226,0.02,63872.0,0.23248375952243805,0.16830907683065044
227,0.02,76672.0,0.03539237380027771,0.12648758520902711
228,0.02,89472.0,0.11673707515001297,0.09656878785065175
229,0.02,102272.0,0.10830772668123245,0.10121084681912502
230,0.02,115072.0,0.07847010344266891,0.10134326230551859
231,0.02,127872.0,0.14779606461524963,0.09004428954441336
232,0.02,140672.0,0.06734215468168259,0.10351560275583187
233,0.02,153472.0,0.0672464594244957,0.091405668587695
234,0.02,166272.0,0.1202736645936966,0.07714512649793885
235,0.02,179072.0,0.1350499987602234,0.0742669569629044
236,0.02,191872.0,0.14545653760433197,0.07743583238371235
237,0.02,204672.0,0.06729016453027725,0.0696196665241725
238,0.02,217472.0,0.06076112762093544,0.06712233338687758
239,0.02,230272.0,0.10194122046232224,0.09549456500577964
240,0.02,243072.0,0.02857840247452259,0.0762425309475924
241,0.02,255872.0,0.09861652553081512,0.07619384160380269
242,0.02,268672.0,0.011608408764004707,0.09557342448874519
243,0.02,281472.0,0.058335836976766586,0.0715000026688404
244,0.02,294272.0,0.05431637540459633,0.07432057791760875
245,0.02,307072.0,0.1326482594013214,0.08535490713164776
246,0.02,319872.0,0.024631060659885406,0.08823332265373084
247,0.02,332672.0,0.18044234812259674,0.10212538368363358
248,0.02,345472.0,0.04802500829100609,0.08299257714136303
249,0.02,358272.0,0.04422435536980629,0.07402575684599343
250,0.02,371072.0,0.0474647656083107,0.07658270826449771
251,0.02,383872.0,0.11420174688100815,0.10100760114013771
252,0.02,396672.0,0.04801541939377785,0.06726285554557049
253,0.02,409472.0,0.019625231623649597,0.0947651757845431
254,0.02,422272.0,0.0669306069612503,0.07515537113067694
255,0.02,435072.0,0.02430640533566475,0.06973605317762122
256,0.02,447872.0,0.055101193487644196,0.0792378810723607
257,0.02,460672.0,0.06808805465698242,0.06547328729817609
258,0.02,473472.0,0.01886088401079178,0.08024954625782615
259,0.03,12672.0,0.2415357381105423,0.2673943300224558
260,0.03,25472.0,0.1298193782567978,0.150810784188724
261,0.03,38272.0,0.24228434264659882,0.12529252665529994
262,0.03,51072.0,0.11503635346889496,0.10617983859633626
263,0.03,63872.0,0.07570085674524307,0.11508449643873904
264,0.03,76672.0,0.08466491848230362,0.1077491081617419
265,0.03,89472.0,0.049667228013277054,0.10964722601296026
266,0.03,102272.0,0.25382378697395325,0.11013521990868487
267,0.03,115072.0,0.05439453944563866,0.10162090188440501
268,0.03,127872.0,0.14289404451847076,0.10753471521318808
269,0.03,140672.0,0.14376313984394073,0.11965257101515427
270,0.03,153472.0,0.12194646149873734,0.13989887983078444
271,0.03,166272.0,0.07625451683998108,0.1035818861019385
272,0.03,179072.0,0.12313047796487808,0.08406554858268038
273,0.03,191872.0,0.11080294847488403,0.09664920741202947
274,0.03,204672.0,0.09125418215990067,0.08185989809623342
275,0.03,217472.0,0.07437440752983093,0.11048322633686888
276,0.03,230272.0,0.0942513644695282,0.12500174337102077
277,0.03,243072.0,0.15715834498405457,0.11262868256956528
278,0.03,255872.0,0.054271940141916275,0.09169667797152814
279,0.03,268672.0,0.1705055832862854,0.08598049581006664
280,0.03,281472.0,0.12099617719650269,0.11467404148682858
281,0.03,294272.0,0.04269400238990784,0.0864144324655114
282,0.03,307072.0,0.06953869014978409,0.10833719511489867
283,0.03,319872.0,0.09978178888559341,0.08465690361748485
284,0.03,332672.0,0.05325306951999664,0.07575782354260925
285,0.03,345472.0,0.0481417216360569,0.08402787776416333
286,0.03,358272.0,0.12444453686475754,0.08898842164029402
287,0.03,371072.0,0.03916715830564499,0.10417873075797776
288,0.03,383872.0,0.033449936658144,0.08857798774039986
289,0.03,396672.0,0.0859193503856659,0.07571583040813103
290,0.03,409472.0,0.04824354127049446,0.0905251934935775
291,0.03,422272.0,0.23899540305137634,0.08704486913843482
292,0.03,435072.0,0.07109248638153076,0.08674640584253718
293,0.03,447872.0,0.04322418197989464,0.07480247377394404
294,0.03,460672.0,0.04624956473708153,0.0886581619653285
295,0.03,473472.0,0.06285527348518372,0.08816843531300797
